AT,V,AP,RH,target
-0.6295193842495004,-0.9872965869665314,1.820488395371119,-0.009519352577174992,463.26
0.7419091065184282,0.6810451239033816,1.1418628023239141,-0.9746205161948537,444.37
0.16220547832689663,0.2372032725210085,-0.5083929822573817,0.22815992618459527,446.48
-1.1850686945997182,-1.3225388364149193,-0.6784703641376981,1.5966994044728293,473.9
0.8881769201130507,0.4040374436079996,-0.17329002191893178,-0.9958541117038299,443.67
-0.5047220754027124,-0.8141667867819176,0.12813424893825937,0.1322662690472812,467.35
-1.3648841718628322,-0.7551452639917084,0.986940830710166,-0.47117881622395624,478.42
-0.6724603937451694,-0.7323236085128276,1.4348674008108002,-2.195894735307927,475.98
-1.06161329229967,-0.845644932270029,0.3167349100332662,-0.17733325256747412,477.5
-0.22292170058738486,-0.8330536740747847,-0.7778224981073942,0.11856717517052288,453.02
0.06558820696164154,-0.5804415565326894,0.23590605527826056,-0.6225538035621448,453.99
0.6291889565922971,1.5104942575151212,-0.32821199353269903,0.7425609012568998,440.29
0.8130301534956301,0.33714638444576295,-0.08235756031955996,-0.786257975389416,451.28
0.8774416677391337,1.1831215444387613,-0.6363720022861343,0.9781853159371561,433.99
0.2373522449443177,-0.8275449986143651,0.4211388474251454,-2.0705480263355813,462.19
-0.1933997565591121,-0.7323236085128276,1.616732324009563,-1.676014122684919,467.54
-1.1555467505714458,-0.9888704942409366,1.572950027683938,0.2877509845484977,477.2
-0.6979566181332231,-0.12243453968066609,1.8036490506305087,-0.6657059492739357,459.85
-0.7623681323767264,-1.246204333606249,0.31841884450732727,-1.2349032998532763,464.3
-0.25378555116239654,-0.935357646911147,-0.7020454467745716,-0.48282304601920156,468.27
-1.9110401363858724,-1.1202917516538025,0.9936765686064101,-0.5848812954010575,495.24
-1.5956920979020532,-0.9463749978319861,-0.7980297117961457,0.6850247069745113,483.8
1.0169999486000578,0.7550187658004436,0.17528441421200627,-1.789031647168182,443.61
1.0344447337076732,-0.44902029911982344,-1.6972507209455552,-1.2588767141376047,436.06
1.0492057057218094,1.2917211463727456,-0.5538592130570675,0.08979907802932866,443.25
-0.6778280199321283,-1.1801002280812143,-0.3618906830139387,-0.05404140767664245,464.16
